event_id,start_s,end_s,duration_ms,pitch_midi,annotation_support_ratio,spectral_support_ratio,classification
0,0.017414965986394557,0.09868480725623582,81.26984126984127,63,1.0,1.0,supported
1,1.5963718820861679,1.7240816326530612,127.70975056689338,60,1.0,1.0,supported
2,1.8982312925170068,2.182675736961451,284.4444444444443,65,1.0,1.0,supported
3,2.182675736961451,2.2639455782312927,81.2698412698416,65,1.0,1.0,supported
4,2.3045804988662133,2.4380952380952383,133.51473922902503,62,1.0,1.0,supported
5,2.571609977324263,3.250793650793651,679.1836734693879,65,1.0,1.0,supported
6,3.3146485260770975,3.4017233560090703,87.0748299319728,62,1.0,1.0,supported
7,3.755827664399093,3.8080725623582765,52.24489795918341,67,1.0,1.0,supported
8,3.81968253968254,4.046077097505669,226.394557823129,67,1.0,1.0,supported
9,4.046077097505669,4.121541950113379,75.46485260770996,67,1.0,1.0,supported
10,4.173786848072562,4.3363265306122445,162.5396825396823,65,0.0,1.0,unsupported
11,4.440816326530612,4.998095238095238,557.2789115646257,67,1.0,1.0,supported
12,5.23609977324263,5.317369614512471,81.26984126984115,65,1.0,1.0,supported
13,5.358004535147392,5.404444444444445,46.43990929705222,67,1.0,0.9218962640729684,supported
14,5.416054421768708,5.543764172335601,127.70975056689338,67,1.0,1.0,supported
15,5.601814058956916,5.712108843537415,110.29478458049891,68,1.0,1.0,supported
16,5.712108843537415,6.0081632653061225,296.05442176870775,68,0.3333333333333333,1.0,weak
17,6.1184580498866215,7.058866213151927,940.4081632653058,68,1.0,1.0,supported
18,8.132789115646258,8.225668934240362,92.87981859410444,70,1.0,1.0,supported
19,8.225668934240362,8.353378684807256,127.70975056689338,70,1.0,1.0,supported
20,8.411428571428571,8.573968253968253,162.5396825396823,72,1.0,1.0,supported
21,8.573968253968253,8.6378231292517,63.85487528344669,72,0.9090909090909091,1.0,supported
22,8.719092970521542,8.759727891156462,40.634920634920135,75,1.0,1.0,supported
23,8.771337868480726,8.852607709750567,81.26984126984027,75,1.0,1.0,supported
24,8.852607709750567,8.922267573696145,69.65986394557788,75,0.9166666666666666,1.0,supported
25,9.02095238095238,9.061587301587302,40.63492063492191,74,1.0,1.0,supported
26,9.079002267573696,9.613061224489796,534.0589569161001,74,1.0,1.0,supported
27,9.700136054421769,9.74657596371882,46.43990929705133,72,1.0,0.9574940928759942,supported
28,9.763990929705216,9.920725623582767,156.73469387755114,72,1.0,1.0,supported
29,9.978775510204082,10.019410430839002,40.634920634920135,70,1.0,0.9739029358956144,supported
30,10.036825396825396,10.350294784580498,313.4693877551023,70,1.0,1.0,supported
31,10.402539682539683,10.448979591836734,46.43990929705133,68,1.0,0.7990457091289388,supported
32,10.460589569160998,10.675374149659865,214.7845804988666,68,1.0,1.0,supported
33,10.721814058956916,10.768253968253969,46.439909297053106,67,1.0,0.7409215241302984,supported
34,10.803083900226758,11.38358276643991,580.4988662131514,67,1.0,1.0,supported
35,11.418412698412698,11.470657596371883,52.2448979591843,67,1.0,1.0,supported
36,11.505487528344672,11.557732426303854,52.24489795918252,67,1.0,1.0,supported
37,11.795736961451247,11.836371882086167,40.634920634920135,67,1.0,1.0,supported
38,11.859591836734694,11.987301587301587,127.70975056689338,67,1.0,1.0,supported
39,12.004716553287983,12.144036281179138,139.31972789115576,65,0.7916666666666666,1.0,supported
40,12.144036281179138,12.161451247165532,17.414965986393582,67,1.0,1.0,supported
41,12.184671201814059,12.358820861678005,174.14965986394648,67,0.7666666666666667,1.0,supported
42,12.405260770975056,12.614240362811792,208.97959183673544,70,1.0,1.0,supported
43,13.583673469387755,13.635918367346939,52.2448979591843,59,0.0,0.3726966388519611,unsupported
44,13.693968253968254,13.717188208616781,23.219954648526553,49,0.0,0.5030045110725541,unsupported
45,13.717188208616781,13.740408163265306,23.219954648524777,63,1.0,1.0,supported
46,13.769433106575963,13.850702947845805,81.26984126984205,63,1.0,1.0,supported
47,13.850702947845805,13.966802721088435,116.09977324262921,63,0.85,1.0,supported
48,13.966802721088435,14.013242630385488,46.439909297053106,63,0.0,1.0,unsupported
49,14.013242630385488,14.129342403628119,116.09977324263099,64,1.0,1.0,supported
50,14.129342403628119,14.199002267573697,69.65986394557788,64,1.0,1.0,supported
51,14.233832199546486,14.36734693877551,133.51473922902457,61,1.0,1.0,supported
52,14.384761904761906,14.431201814058957,46.43990929705133,49,0.0,0.008717697850221551,unsupported
53,14.471836734693877,14.55891156462585,87.07482993197324,60,1.0,1.0,supported
54,14.587936507936508,14.640181405895692,52.2448979591843,59,0.0,1.0,unsupported
55,14.675011337868481,14.837551020408164,162.5396825396823,58,1.0,1.0,supported
56,14.854965986394557,14.907210884353741,52.2448979591843,59,0.0,1.0,unsupported
57,14.9362358276644,15.214875283446712,278.6394557823133,56,0.0,1.0,unsupported
58,15.296145124716553,15.348390022675737,52.2448979591843,59,0.0,0.1863311714308159,unsupported
59,15.383219954648526,15.563174603174604,179.95464852607768,58,1.0,1.0,supported
60,15.586394557823128,15.638639455782313,52.2448979591843,49,0.0,0.042324843832584357,unsupported
61,15.66766439909297,16.03918367346939,371.51927437641774,55,0.203125,1.0,weak
62,16.056598639455782,16.108843537414966,52.2448979591843,49,0.0,0.0712235771913629,unsupported
63,16.137868480725622,16.42231292517007,284.4444444444463,53,1.0,1.0,supported
64,17.03183673469388,17.19437641723356,162.53968253968054,53,0.8214285714285714,1.0,supported
65,17.264036281179138,17.374331065759637,110.2947845804998,56,1.0,1.0,supported
66,17.39174603174603,17.409160997732425,17.414965986393582,49,0.0,0.0547816982346646,unsupported
67,17.42077097505669,17.438185941043084,17.414965986393582,59,0.3333333333333333,0.6835106071027909,weak
68,17.49043083900227,17.623945578231293,133.51473922902457,59,1.0,1.0,supported
69,17.65297052154195,17.705215419501133,52.2448979591843,49,0.0,0.04226691328488999,unsupported
70,17.722630385487527,17.79809523809524,75.46485260771263,61,0.0,1.0,unsupported
71,17.87356009070295,17.88517006802721,11.609977324262388,59,0.0,0.4124142434011389,unsupported
72,17.943219954648526,18.053514739229026,110.2947845804998,65,1.0,1.0,supported
73,18.07673469387755,18.094149659863945,17.414965986393582,59,0.0,0.025926937648628766,unsupported
74,18.18122448979592,18.308934240362813,127.70975056689338,68,1.0,1.0,supported
75,18.308934240362813,18.54113378684807,232.19954648525842,68,0.025,1.0,weak
76,18.587573696145125,18.63981859410431,52.2448979591843,59,0.0,0.015139396475252993,unsupported
77,18.68045351473923,18.935873015873018,255.41950113378675,67,1.0,1.0,supported
78,19.03455782312925,19.075192743764173,40.63492063492191,70,1.0,1.0,supported
79,19.10421768707483,19.156462585034014,52.2448979591843,70,1.0,1.0,supported
80,19.33061224489796,19.37124716553288,40.63492063491836,74,1.0,1.0,supported
81,19.382857142857144,21.05469387755102,1671.8367346938762,74,1.0,1.0,supported
