event_id,start_s,end_s,duration_ms,pitch_midi,annotation_support_ratio,spectral_support_ratio,classification
0,0.7082086167800453,0.8707482993197279,162.53968253968253,66,0.9285714285714286,1.0,supported
1,0.9636281179138322,1.207437641723356,243.8095238095239,64,1.0,1.0,supported
2,1.207437641723356,1.2364625850340136,29.024943310657527,63,0.0,1.0,unsupported
3,1.2480725623582767,1.3931972789115645,145.12471655328784,62,1.0,1.0,supported
4,1.555736961451247,1.5731519274376418,17.41496598639469,49,0.0,0.7606230287695306,unsupported
5,1.5731519274376418,1.607981859410431,34.82993197278916,61,1.0,1.0,supported
6,1.6253968253968254,2.3045804988662133,679.1836734693879,61,1.0,1.0,supported
7,2.449705215419501,2.4671201814058956,17.41496598639447,49,0.0,0.44975007740064465,unsupported
8,2.4671201814058956,2.501950113378685,34.82993197278938,59,1.0,0.9367128635299685,supported
9,2.5251700680272107,2.670294784580499,145.1247165532883,59,1.0,1.0,supported
10,2.728344671201814,2.7457596371882085,17.41496598639447,49,0.0,0.011775830317413336,unsupported
11,2.7457596371882085,2.780589569160998,34.82993197278938,61,1.0,1.0,supported
12,2.815419501133787,2.9837641723356008,168.34467120181395,61,0.8275862068965517,1.0,supported
13,3.030204081632653,3.0650340136054424,34.82993197278938,62,0.5,1.0,supported
14,3.4191383219954647,3.465578231292517,46.43990929705222,64,1.0,0.996426310967286,supported
15,3.488798185941043,4.156371882086168,667.5736961451246,64,1.0,1.0,supported
16,4.771700680272109,4.789115646258503,17.41496598639447,49,0.0,0.2671846509443818,unsupported
17,4.789115646258503,4.800725623582767,11.609977324263276,53,0.0,0.5611115298011748,unsupported
18,4.800725623582767,4.818140589569161,17.41496598639447,67,0.0,0.10806131905067108,unsupported
19,4.893605442176871,5.137414965986395,243.80952380952348,64,1.0,0.9639382028841056,supported
20,5.265124716553288,5.305759637188209,40.63492063492102,61,1.0,1.0,supported
21,5.340589569160998,5.42766439909297,87.07482993197235,61,1.0,1.0,supported
22,5.4741043083900225,5.485714285714286,11.609977324263276,49,0.0,0.0384911361563749,unsupported
23,5.485714285714286,5.526349206349207,40.63492063492102,59,1.0,1.0,supported
24,5.793378684807256,5.804988662131519,11.609977324263276,49,0.0,0.2044423413816214,unsupported
25,5.804988662131519,5.84562358276644,40.63492063492102,57,0.0,0.9506511717734922,unsupported
26,5.863038548752835,6.0778231292517,214.78458049886572,57,0.0,1.0,unsupported
27,6.159092970521542,6.205532879818594,46.43990929705222,59,1.0,0.4791325789410114,supported
28,6.426122448979592,6.437732426303855,11.609977324263276,59,0.0,1.0,unsupported
29,6.437732426303855,6.478367346938776,40.63492063492102,61,1.0,0.8277055174381454,supported
30,6.716371882086168,6.751201814058957,34.82993197278894,62,1.0,1.0,supported
31,7.9760544217687075,7.993469387755102,17.41496598639447,59,0.0,0.9209716283979571,unsupported
32,8.02249433106576,8.190839002267573,168.34467120181353,61,0.7931034482758621,1.0,supported
33,8.190839002267573,8.231473922902495,40.63492063492191,59,0.0,0.38980533987827726,unsupported
34,8.231473922902495,8.243083900226758,11.609977324262388,62,1.0,1.0,supported
35,8.434648526077098,8.469478458049887,34.82993197278894,64,1.0,1.0,supported
36,8.504308390022675,8.544943310657596,40.634920634920135,64,1.0,1.0,supported
37,8.620408163265306,8.632018140589569,11.609977324262388,49,0.0,0.17036552788111095,unsupported
38,8.632018140589569,8.666848072562358,34.82993197278894,72,0.0,0.04707583360818013,unsupported
39,8.724897959183673,8.93968253968254,214.7845804988666,66,0.5405405405405406,1.0,supported
40,8.93968253968254,9.079002267573696,139.31972789115576,67,0.9166666666666666,1.0,supported
41,9.177687074829931,9.427301587301587,249.61451247165556,66,1.0,1.0,supported
42,9.450521541950113,9.467936507936509,17.41496598639536,49,0.0,0.01074249633269615,unsupported
43,9.467936507936509,9.502766439909298,34.82993197278894,65,1.0,1.0,supported
44,9.525986394557822,9.717551020408163,191.56462585034006,65,1.0,1.0,supported
45,9.868480725623582,9.909115646258503,40.634920634920135,66,1.0,1.0,supported
46,9.93814058956916,10.1297052154195,191.56462585034006,66,1.0,1.0,supported
47,10.158730158730158,10.170340136054422,11.609977324264165,59,0.0,0.018866326398107303,unsupported
48,10.269024943310658,10.28063492063492,11.609977324262388,59,0.0,0.5445093713594918,unsupported
49,10.28063492063492,10.559274376417234,278.6394557823133,70,1.0,1.0,supported
50,10.681179138321996,10.727619047619047,46.43990929705133,73,1.0,1.0,supported
51,10.762448979591836,10.837913832199547,75.46485260771085,73,1.0,1.0,supported
52,11.029478458049887,11.075918367346938,46.43990929705133,76,1.0,1.0,supported
53,11.104943310657596,11.441632653061225,336.6893424036288,76,1.0,1.0,supported
54,11.453242630385487,11.476462585034014,23.219954648526553,76,1.0,1.0,supported
55,11.493877551020407,11.505487528344672,11.609977324264165,76,1.0,1.0,supported
56,11.639002267573696,11.685442176870747,46.43990929705133,74,1.0,1.0,supported
57,11.697052154195012,11.830566893424036,133.51473922902457,74,0.4782608695652174,1.0,weak
58,11.987301587301587,12.184671201814059,197.36961451247126,74,0.7647058823529411,1.0,supported
59,12.376235827664399,12.405260770975056,29.024943310657747,71,1.0,1.0,supported
60,12.625850340136054,12.794195011337868,168.34467120181353,66,0.7586206896551724,1.0,supported
61,12.794195011337868,12.84063492063492,46.439909297053106,65,0.0,1.0,unsupported
62,12.84063492063492,12.904489795918368,63.85487528344669,64,1.0,1.0,supported
63,12.927709750566894,12.979954648526077,52.24489795918252,64,1.0,1.0,supported
64,13.008979591836734,13.020589569160999,11.609977324264165,64,1.0,1.0,supported
65,13.455963718820861,13.467573696145125,11.609977324264165,59,0.0,0.40021396199390374,unsupported
66,13.531428571428572,13.647528344671201,116.09977324262921,62,1.0,1.0,supported
