event_id,start_s,end_s,duration_ms,pitch_midi,annotation_support_ratio,spectral_support_ratio,classification
0,0.7082086167800453,0.8707482993197279,162.53968253968253,66,0.9285714285714286,1.0,supported
1,0.9636281179138322,1.0448979591836736,81.26984126984138,64,1.0,1.0,supported
2,1.0448979591836736,1.2364625850340136,191.56462585034006,64,1.0,1.0,supported
3,1.2480725623582767,1.3931972789115645,145.12471655328784,62,1.0,1.0,supported
4,1.555736961451247,1.607981859410431,52.24489795918386,49,0.0,0.7606230287695306,unsupported
5,1.6253968253968254,2.3045804988662133,679.1836734693879,61,1.0,1.0,supported
6,2.449705215419501,2.501950113378685,52.24489795918386,49,0.0,0.44975007740064465,unsupported
7,2.5251700680272107,2.670294784580499,145.1247165532883,59,1.0,1.0,supported
8,2.728344671201814,2.780589569160998,52.24489795918386,49,0.0,0.011775830317413336,unsupported
9,2.815419501133787,2.9837641723356008,168.34467120181395,61,0.8275862068965517,1.0,supported
10,3.030204081632653,3.0650340136054424,34.82993197278938,62,0.5,1.0,supported
11,3.4191383219954647,3.465578231292517,46.43990929705222,64,1.0,0.996426310967286,supported
12,3.488798185941043,4.156371882086168,667.5736961451246,64,1.0,1.0,supported
13,4.771700680272109,4.818140589569161,46.43990929705222,49,0.0,0.2671846509443818,unsupported
14,4.893605442176871,4.974875283446712,81.26984126984115,64,1.0,0.9639382028841056,supported
15,4.974875283446712,5.056145124716553,81.26984126984115,64,1.0,0.9031908164282075,supported
16,5.056145124716553,5.137414965986395,81.26984126984115,64,1.0,1.0,supported
17,5.265124716553288,5.305759637188209,40.63492063492102,61,1.0,1.0,supported
18,5.340589569160998,5.42766439909297,87.07482993197235,61,1.0,1.0,supported
19,5.4741043083900225,5.526349206349207,52.2448979591843,49,0.0,0.0384911361563749,unsupported
20,5.793378684807256,5.84562358276644,52.2448979591843,49,0.0,0.2044423413816214,unsupported
21,5.863038548752835,6.0778231292517,214.78458049886572,57,0.0,1.0,unsupported
22,6.159092970521542,6.205532879818594,46.43990929705222,59,1.0,0.4791325789410114,supported
23,6.426122448979592,6.478367346938776,52.2448979591843,59,0.0,1.0,unsupported
24,6.716371882086168,6.751201814058957,34.82993197278894,62,1.0,1.0,supported
25,7.9760544217687075,7.993469387755102,17.41496598639447,59,0.0,0.9209716283979571,unsupported
26,8.02249433106576,8.243083900226758,220.58956916099783,61,0.6052631578947368,1.0,supported
27,8.434648526077098,8.469478458049887,34.82993197278894,64,1.0,1.0,supported
28,8.504308390022675,8.544943310657596,40.634920634920135,64,1.0,1.0,supported
