frame_index,time_s,current_pitch,candidate_pitch,interval,score,allowed,active_probability,candidate_confidence,current_confidence,pitch_margin,candidate_probability_growth,current_probability_drop,interval_signed,interval_absolute,current_pitch_position,candidate_pitch_position,current_duration,detected_onset,onset_confidence,onset_age,rms_level,rms_growth_ratio,spectral_flux,harmonic_match_strength,strongest_harmonic_match,max_overtone_strength
1011,5.874648526077097,68,67,-1,0.3807491362094879,1,0.6103508472442627,0.7519578337669373,0.18592241406440735,0.5660353899002075,0.2110942006111145,0.22291681170463562,-0.02777777798473835,0.02777777798473835,0.7777777910232544,0.75,0.2728344798088074,0.0,0.0,0.18575963377952576,0.7349758744239807,0.0,0.006865266710519791,0.0,0.0,0.19244150817394257
2087,12.120816326530612,65,67,2,0.7702152729034424,1,0.979840099811554,0.7398098111152649,0.023379655554890633,0.5878638625144958,-0.001715540885925293,-0.017343685030937195,0.0555555559694767,0.0555555559694767,0.6944444179534912,0.75,0.1160997748374939,0.0,1.0,0.03482993319630623,0.7405716776847839,0.0,0.0383901484310627,0.0,0.0,0.26432931423187256
2168,12.591020408163265,70,69,-1,0.11326379328966141,1,0.9808603525161743,0.8031730055809021,0.08712942153215408,0.7160435914993286,-0.06627076864242554,-0.019710414111614227,-0.02777777798473835,0.02777777798473835,0.8333333134651184,0.8055555820465088,0.18575963377952576,0.0,0.0,0.01160997711122036,0.4595054090023041,0.0,0.005350544583052397,0.0,0.0,0.23234780132770538
2361,13.711383219954648,49,63,14,0.624275803565979,1,0.3506077527999878,0.3271952271461487,0.002837294712662697,0.035620927810668945,-0.13989853858947754,0.004314905032515526,0.3888888955116272,0.3888888955116272,0.25,0.6388888955116272,0.017414966598153114,0.0,1.0,0.05804988741874695,0.8662073016166687,0.04326262325048447,0.04465712606906891,0.0,0.0,0.24368228018283844
2410,13.995827664399092,63,64,1,0.5124262571334839,1,0.5475617051124573,0.6440561413764954,0.2596493065357208,0.38440683484077454,0.17737886309623718,0.17076212167739868,0.02777777798473835,0.02777777798473835,0.6388888955116272,0.6666666865348816,0.2321995496749878,0.0,1.0,0.6269387602806091,0.7703550457954407,0.00267391512170434,0.00795670971274376,0.0,0.0,0.2881036102771759
2482,14.413786848072561,55,60,5,0.8617929816246033,1,0.676256537437439,0.6727874279022217,0.0033014502841979265,0.5495741367340088,0.24492290616035461,0.007776407524943352,0.1388888955116272,0.1388888955116272,0.4166666567325592,0.5555555820465088,0.02321995422244072,0.0,1.0,0.08126983791589737,0.6936688423156738,0.03709143400192261,0.005594666115939617,0.0,0.0,0.2648482620716095
2519,14.628571428571428,59,58,-1,0.5778056979179382,1,0.40840068459510803,0.6058151125907898,0.1726158708333969,0.4331992268562317,0.26163381338119507,0.12000586092472076,-0.02777777798473835,0.02777777798473835,0.5277777910232544,0.5,0.017414966598153114,0.0,1.0,0.09287981688976288,0.6619827151298523,0.0,0.041371528059244156,0.0,0.0,0.38805291056632996
2561,14.872380952380952,59,55,-4,0.22608192265033722,1,0.9249458312988281,0.2758518159389496,0.02974422089755535,0.15122032165527344,0.13697651028633118,0.06243699789047241,-0.1111111119389534,0.1111111119389534,0.5277777910232544,0.4166666567325592,0.017414966598153114,0.0,1.0,0.04643990844488144,0.6865615248680115,0.0531681552529335,0.07869815081357956,0.0,0.0,0.4825165569782257
2565,14.895600907029479,55,56,1,0.6842666864395142,1,0.5111629962921143,0.725820004940033,0.1342369019985199,0.5915831327438354,0.24373215436935425,0.12683364748954773,0.02777777798473835,0.02777777798473835,0.4166666567325592,0.4444444477558136,0.02321995422244072,0.0,1.0,0.09287981688976288,0.6628844738006592,0.0,0.029702259227633476,0.0,0.0,0.7229771614074707
2688,15.609614512471655,54,55,1,0.4332311451435089,1,0.2889552712440491,0.4764220118522644,0.4331664443016052,0.04325556755065918,-0.16781383752822876,-0.10309571027755737,0.02777777798473835,0.02777777798473835,0.3888888955116272,0.4166666567325592,0.01160997711122036,0.0,1.0,0.05804988741874695,0.6682425141334534,0.045675795525312424,0.055891916155815125,0.0,0.0,0.7006841897964478
3054,17.734240362811793,61,62,1,0.13786743581295013,1,0.5338277816772461,0.5033425688743591,0.46612903475761414,0.037213534116744995,0.0022706985473632812,-0.011298298835754395,0.02777777798473835,0.02777777798473835,0.5833333134651184,0.6111111044883728,0.01160997711122036,0.0,1.0,0.17414966225624084,0.5520928502082825,0.0,0.023595815524458885,0.0,0.0,0.3826945126056671
3161,18.355374149659863,68,67,-1,0.5341116786003113,1,0.5455674529075623,0.7768943309783936,0.17299693822860718,0.6038973927497864,0.19584280252456665,0.17127498984336853,-0.02777777798473835,0.02777777798473835,0.7777777910232544,0.75,0.1683446764945984,0.0,1.0,0.5921088457107544,0.6751929521560669,0.0,0.015348484739661217,0.0,0.0,0.196076899766922
3169,18.401814058956916,67,66,-1,0.5372703075408936,1,0.39945662021636963,0.7720223665237427,0.20837904512882233,0.5636433362960815,0.20264863967895508,0.19651006162166595,-0.02777777798473835,0.02777777798473835,0.75,0.7222222089767456,0.04643990844488144,0.0,1.0,0.6849886775016785,0.6735727190971375,0.018415870144963264,0.005942242685705423,0.0,0.0,0.15677417814731598
3205,18.61079365079365,66,67,1,0.26910680532455444,1,0.23656931519508362,0.436343789100647,0.2367607206106186,0.19958306849002838,-0.292441725730896,-0.07297544181346893,0.02777777798473835,0.02777777798473835,0.7222222089767456,0.75,0.01160997711122036,0.0,1.0,0.05804988741874695,0.6614312529563904,0.0,0.008161011151969433,0.0,0.0,0.2987857162952423
