event_id,start_s,end_s,duration_ms,pitch_midi,annotation_support_ratio,spectral_support_ratio,classification
0,0.7952834467120181,1.2654875283446712,470.204081632653,62,1.0,1.0,supported
1,1.4918820861678004,2.5309750566893423,1039.092970521542,71,1.0,1.0,supported
2,2.693514739229025,3.5062131519274375,812.6984126984124,61,1.0,1.0,supported
3,3.541043083900227,3.9183673469387754,377.3242630385485,69,1.0,0.8249808665294486,supported
4,4.063492063492063,4.220226757369614,156.73469387755114,59,1.0,1.0,supported
5,4.77750566893424,4.789115646258503,11.609977324263276,59,1.0,1.0,supported
6,4.812335600907029,4.829750566893424,17.41496598639536,67,1.0,1.0,supported
7,4.864580498866213,5.625034013605442,760.453514739229,67,1.0,1.0,supported
8,5.7817687074829935,6.170702947845805,388.93424036281135,58,0.0,1.0,unsupported
9,6.217142857142857,6.757006802721088,539.8639455782312,57,0.0,1.0,unsupported
10,6.861496598639456,6.902131519274376,40.634920634920135,66,1.0,0.7888946341272348,supported
11,6.919546485260771,7.621950113378685,702.4036281179144,66,1.0,1.0,supported
12,7.772879818594104,7.813514739229025,40.63492063492102,57,1.0,1.0,supported
13,7.825124716553288,8.196643990929704,371.51927437641683,57,0.59375,1.0,supported
14,8.219863945578231,8.272108843537415,52.2448979591843,67,0.0,1.0,harmonic_suspect
15,8.823582766439909,8.864217687074829,40.634920634920135,59,1.0,1.0,supported
16,8.875827664399093,9.2821768707483,406.34920634920667,59,1.0,1.0,supported
17,9.392471655328798,9.566621315192744,174.14965986394648,64,1.0,1.0,supported
18,9.613061224489796,9.647891156462585,34.82993197278894,59,1.0,1.0,supported
19,9.676916099773242,9.729160997732427,52.2448979591843,59,1.0,1.0,supported
20,9.827845804988662,9.880090702947847,52.2448979591843,55,0.0,0.7157358996842228,unsupported
21,10.077460317460318,10.118095238095238,40.634920634920135,54,1.0,1.0,supported
22,10.135510204081633,10.385124716553287,249.61451247165377,54,1.0,1.0,supported
23,10.408344671201814,10.454784580498867,46.439909297053106,57,1.0,0.14077197091506122,supported
24,10.478004535147392,11.639002267573696,1160.9977324263045,57,0.035,1.0,weak
25,11.824761904761905,11.859591836734694,34.82993197278894,54,1.0,1.0,supported
26,11.877006802721088,12.469115646258503,592.1088435374155,54,0.37254901960784315,1.0,weak
27,12.515555555555556,12.666485260770974,150.92970521541815,59,1.0,1.0,supported
28,12.869659863945579,13.937777777777777,1068.1179138321984,64,0.875,0.27146183878903757,supported
29,14.123537414965986,14.164172335600908,40.63492063492191,57,1.0,1.0,supported
30,14.181587301587301,14.686621315192744,505.0340136054423,57,0.42528735632183906,1.0,weak
31,14.854965986394557,15.058140589569161,203.17460317460421,62,0.5142857142857142,1.0,supported
32,15.058140589569161,15.406439909297053,348.2993197278912,63,0.1,1.0,weak
33,15.62122448979592,15.66766439909297,46.43990929705133,62,1.0,0.8740862868811139,supported
34,15.685079365079366,15.89986394557823,214.78458049886484,62,1.0,1.0,supported
35,15.957913832199546,15.998548752834466,40.634920634920135,60,0.0,1.0,unsupported
36,16.108843537414966,16.149478458049888,40.63492063492191,59,0.0,1.0,unsupported
37,16.190113378684806,16.24235827664399,52.2448979591843,59,0.0,1.0,unsupported
38,16.875102040816326,17.147936507936507,272.8344671201803,62,0.851063829787234,1.0,supported
39,17.287256235827666,17.58331065759637,296.0544217687051,66,1.0,1.0,supported
40,17.623945578231293,17.670385487528346,46.439909297053106,67,1.0,1.0,supported
41,17.68199546485261,17.92,238.00453514739317,67,1.0,1.0,supported
42,18.007074829931973,18.75011337868481,743.0385487528355,69,1.0,1.0,supported
43,18.95328798185941,18.999727891156464,46.439909297053106,64,0.0,0.6327002480748461,unsupported
44,19.03455782312925,19.092607709750567,58.049886621315494,64,0.0,1.0,unsupported
45,19.289977324263038,19.313197278911563,23.219954648524777,62,0.0,1.0,unsupported
46,19.504761904761907,19.951746031746033,446.9841269841268,61,0.0,1.0,unsupported
47,20.94439909297052,21.3275283446712,383.12925170068013,60,1.0,1.0,supported
48,21.391383219954648,21.66421768707483,272.8344671201839,62,0.9574468085106383,0.9146659822473937,supported
49,21.66421768707483,21.70485260770975,40.63492063491836,64,1.0,0.1705556991456777,supported
50,21.722267573696143,21.89641723356009,174.14965986394648,64,0.9666666666666667,1.0,supported
51,21.92544217687075,22.1924716553288,267.02947845804914,66,1.0,0.6349223296944125,supported
52,22.250521541950114,22.291156462585032,40.63492063491836,67,1.0,1.0,supported
53,22.30857142857143,22.610430839002266,301.8594104308363,67,1.0,1.0,supported
54,22.65687074829932,22.69750566893424,40.63492063492191,64,1.0,0.5099218281230619,supported
55,22.714920634920635,22.941315192743765,226.39455782313078,64,1.0,1.0,supported
56,22.99356009070295,23.1502947845805,156.73469387754935,62,1.0,1.0,supported
57,23.214149659863946,23.254784580498868,40.63492063492191,60,1.0,1.0,supported
