frame,time_s,visible_window,detected_onset,target_onset,model_onset_probability,model_onset,target_pitch,predicted_active,predicted_pitch,baseline_pitch,onset_gate_pitch,harmonic_gate_pitch,harmonic_veto
0,0.005804988662131519,4096,0,0,0.027802396565675735,0,-1,0,59,-1,-1,-1,0
1,0.011609977324263039,4096,0,0,0.027997177094221115,0,-1,0,59,-1,-1,-1,0
2,0.017414965986394557,4096,0,0,0.02722410298883915,0,-1,0,59,-1,-1,-1,0
3,0.023219954648526078,4096,0,0,0.02688685432076454,0,-1,0,59,-1,-1,-1,0
4,0.029024943310657598,4096,0,0,0.02697870321571827,0,-1,0,59,-1,-1,-1,0
5,0.034829931972789115,4096,0,0,0.027429211884737015,0,-1,0,59,-1,-1,-1,0
6,0.040634920634920635,4096,0,0,0.027551712468266487,0,-1,0,59,-1,-1,-1,0
7,0.046439909297052155,4096,0,0,0.027529707178473473,0,-1,0,59,-1,-1,-1,0
8,0.052244897959183675,4096,0,0,0.02755315601825714,0,-1,0,59,-1,-1,-1,0
9,0.058049886621315196,4096,0,0,0.027885474264621735,0,-1,0,59,-1,-1,-1,0
10,0.06385487528344672,4096,0,0,0.027879483997821808,0,-1,0,59,-1,-1,-1,0
11,0.06965986394557823,4096,0,0,0.027284445241093636,0,-1,0,59,-1,-1,-1,0
12,0.07546485260770976,4096,0,0,0.026953531429171562,0,-1,0,59,-1,-1,-1,0
13,0.08126984126984127,4096,0,0,0.027013162150979042,0,-1,0,59,-1,-1,-1,0
14,0.08707482993197278,4096,0,0,0.027399051934480667,0,-1,0,59,-1,-1,-1,0
15,0.09287981859410431,4096,0,0,0.02770954743027687,0,-1,0,59,-1,-1,-1,0
16,0.09868480725623582,4096,0,0,0.027662118896842003,0,-1,0,59,-1,-1,-1,0
17,0.10448979591836735,4096,0,0,0.02765447087585926,0,-1,0,59,-1,-1,-1,0
18,0.11029478458049886,4096,0,0,0.027685636654496193,0,-1,0,59,-1,-1,-1,0
19,0.11609977324263039,4096,0,0,0.027973433956503868,0,-1,0,59,-1,-1,-1,0
20,0.1219047619047619,4096,0,0,0.02775624208152294,0,-1,0,59,-1,-1,-1,0
21,0.12770975056689343,4096,0,0,0.027727821841835976,0,-1,0,59,-1,-1,-1,0
22,0.13351473922902493,4096,0,0,0.027725616469979286,0,-1,0,59,-1,-1,-1,0
23,0.13931972789115646,4096,0,0,0.02834302932024002,0,-1,0,59,-1,-1,-1,0
24,0.14512471655328799,4096,0,0,0.028492743149399757,0,-1,0,59,-1,-1,-1,0
25,0.1509297052154195,4096,0,0,0.028475461527705193,0,-1,0,59,-1,-1,-1,0
26,0.156734693877551,4096,0,0,0.028344782069325447,0,-1,0,59,-1,-1,-1,0
27,0.16253968253968254,4096,0,0,0.028057008981704712,0,-1,0,59,-1,-1,-1,0
28,0.16834467120181407,4096,0,0,0.02831231616437435,0,-1,0,59,-1,-1,-1,0
29,0.17414965986394557,4096,0,0,0.027950461953878403,0,-1,0,59,-1,-1,-1,0
30,0.1799546485260771,4096,0,0,0.02812838740646839,0,-1,0,59,-1,-1,-1,0
31,0.18575963718820862,4096,0,0,0.02814354933798313,0,-1,0,59,-1,-1,-1,0
32,0.19156462585034015,4096,0,0,0.027697332203388214,0,-1,0,59,-1,-1,-1,0
33,0.19736961451247165,4096,0,0,0.02742219716310501,0,-1,0,59,-1,-1,-1,0
34,0.20317460317460317,4096,0,0,0.027345780283212662,0,-1,0,59,-1,-1,-1,0
35,0.2089795918367347,4096,0,0,0.02716722898185253,0,-1,0,59,-1,-1,-1,0
36,0.2147845804988662,4096,0,0,0.026849284768104553,0,-1,0,59,-1,-1,-1,0
37,0.22058956916099773,4096,0,0,0.027594858780503273,0,-1,0,59,-1,-1,-1,0
38,0.22639455782312926,4096,0,0,0.027974139899015427,0,-1,0,59,-1,-1,-1,0
39,0.23219954648526078,4096,0,0,0.02723596803843975,0,-1,0,59,-1,-1,-1,0
40,0.23800453514739228,4096,0,0,0.027104657143354416,0,-1,0,59,-1,-1,-1,0
41,0.2438095238095238,4096,0,0,0.02743596024811268,0,-1,0,59,-1,-1,-1,0
42,0.24961451247165534,4096,0,0,0.027610765770077705,0,-1,0,59,-1,-1,-1,0
43,0.25541950113378686,4096,0,0,0.027099378407001495,0,-1,0,59,-1,-1,-1,0
44,0.2612244897959184,4096,0,0,0.027149729430675507,0,-1,0,59,-1,-1,-1,0
45,0.26702947845804986,4096,0,0,0.027478577569127083,0,-1,0,59,-1,-1,-1,0
46,0.2728344671201814,4096,0,0,0.02768934704363346,0,-1,0,59,-1,-1,-1,0
47,0.2786394557823129,4096,0,0,0.02716498263180256,0,-1,0,59,-1,-1,-1,0
48,0.28444444444444444,4096,0,0,0.02667236328125,0,-1,0,59,-1,-1,-1,0
49,0.29024943310657597,4096,0,0,0.027000393718481064,0,-1,0,59,-1,-1,-1,0
50,0.2960544217687075,4096,0,0,0.027130402624607086,0,-1,0,59,-1,-1,-1,0
51,0.301859410430839,4096,0,0,0.027487734332680702,0,-1,0,59,-1,-1,-1,0
52,0.3076643990929705,4096,0,0,0.02778221294283867,0,-1,0,59,-1,-1,-1,0
53,0.313469387755102,4096,0,0,0.027513723820447922,0,-1,0,59,-1,-1,-1,0
54,0.31927437641723355,4096,0,0,0.027229484170675278,0,-1,0,59,-1,-1,-1,0
55,0.3250793650793651,4096,0,0,0.026995545253157616,0,-1,0,59,-1,-1,-1,0
56,0.3308843537414966,4096,0,0,0.02709127776324749,0,-1,0,59,-1,-1,-1,0
57,0.33668934240362813,4096,0,0,0.0274041760712862,0,-1,0,59,-1,-1,-1,0
58,0.34249433106575966,4096,0,0,0.027466055005788803,0,-1,0,59,-1,-1,-1,0
