event_id,start_s,end_s,duration_ms,pitch_midi,annotation_support_ratio,spectral_support_ratio,classification
0,0.7894784580498866,1.2712925170068028,481.8140589569162,62,1.0,1.0,supported
1,1.4164172335600906,1.4280272108843537,11.609977324263054,59,0.0,0.3605960688068468,unsupported
2,1.486077097505669,1.6370068027210884,150.9297052154195,71,1.0,1.0,supported
3,1.6370068027210884,2.507755102040816,870.7482993197277,71,1.0,1.0,supported
4,2.693514739229025,3.500408163265306,806.8934240362809,61,1.0,1.0,supported
5,3.541043083900227,3.8545124716553287,313.4693877551018,69,1.0,0.8249808665294486,supported
6,3.8545124716553287,3.9183673469387754,63.85487528344669,69,1.0,1.0,supported
7,4.063492063492063,4.243446712018141,179.95464852607768,59,1.0,1.0,supported
8,4.307301587301588,4.31891156462585,11.609977324262388,59,1.0,1.0,supported
9,4.77750566893424,4.806530612244898,29.024943310657747,49,0.0,0.0038872655417971596,unsupported
10,4.806530612244898,4.829750566893424,23.219954648526553,67,1.0,0.6778433700661706,supported
11,4.8703854875283445,5.613424036281179,743.0385487528346,67,1.0,1.0,supported
12,5.793378684807256,6.170702947845805,377.3242630385489,59,0.6923076923076923,1.0,supported
13,6.182312925170068,6.582857142857143,400.5442176870746,57,0.0,1.0,unsupported
14,6.600272108843537,6.6525170068027215,52.2448979591843,57,0.0,0.42733152398485064,unsupported
15,6.704761904761905,6.757006802721088,52.24489795918341,69,0.0,1.0,unsupported
16,6.861496598639456,6.902131519274376,40.634920634920135,66,1.0,0.7888946341272348,supported
17,6.919546485260771,7.610340136054422,690.7936507936512,66,1.0,1.0,supported
18,7.772879818594104,7.813514739229025,40.63492063492102,57,1.0,1.0,supported
19,7.825124716553288,8.272108843537415,446.9841269841277,57,0.4935064935064935,1.0,weak
20,8.823582766439909,8.864217687074829,40.634920634920135,59,1.0,1.0,supported
21,8.881632653061224,9.293786848072562,412.1541950113379,59,0.9859154929577465,1.0,supported
22,9.392471655328798,9.566621315192744,174.14965986394648,64,1.0,1.0,supported
23,9.613061224489796,9.647891156462585,34.82993197278894,59,1.0,1.0,supported
24,9.694331065759638,9.7059410430839,11.609977324262388,59,1.0,1.0,supported
25,9.833650793650794,9.926530612244898,92.87981859410444,55,0.0,0.9474588028537029,unsupported
26,10.077460317460318,10.118095238095238,40.634920634920135,54,1.0,1.0,supported
